"Ad name",Platform,Placement,"Device platform","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,16,1.25,,"Using campaign budget",0,9.7,2026-01-12,-,-,-,20,485,,,,,1,5,9.7,,,,120238581980430517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581976750517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581978150517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,428,1.271028,26.935,"Using campaign budget",0,53.87,2026-01-12,-,-,-,544,99.025735,5,,10.774,0.919118,11,2.022059,4.897273,,,2,120238581980430517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581976750517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581978150517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,26.935
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,686,1.501458,16.8,"Using campaign budget",0,67.2,2026-01-12,-,-,-,1030,65.242718,8,,8.4,0.776699,13,1.262136,5.169231,,,4,120238581980430517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581976750517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581978150517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,16.8
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,274,1.576642,25.98,"Using campaign budget",0,25.98,2026-01-12,-,-,-,432,60.138889,6,,4.33,1.388889,12,2.777778,2.165,,,1,120238581980430517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581976750517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120238581978150517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,25.98
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,88,1,,"Using campaign budget",0,0.820064,Ongoing,-,-,-,88,9.318909,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",3,actions:post_engagement,2244,1.061497,12.25428906,"Using campaign budget",0,36.762867,Ongoing,-,-,-,2382,15.433613,,,,,4,0.167926,9.190717,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,138,1.036232,,"Using campaign budget",0,1.550121,Ongoing,-,-,-,143,10.840006,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",6,actions:post_engagement,3434,1.003203,7.00221278,"Using campaign budget",0,42.013277,Ongoing,-,-,-,3445,12.195436,,,,,6,0.174165,7.002213,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,3,1,,"Using campaign budget",0,0.150012,Ongoing,-,-,-,3,50.0039,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",6,actions:post_engagement,582,1.04811,4.4436799,"Using campaign budget",0,26.662079,Ongoing,-,-,-,610,43.708327,,,,,6,0.983607,4.44368,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,Feed,"Mobile web",not_delivering,"7-day click or 1-day view",1,actions:post_engagement,8,1,0.18001404,"Using campaign budget",0,0.180014,Ongoing,-,-,-,8,22.501755,,,,,1,12.5,0.180014,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,1,1,,"Using campaign budget",0,0.010001,Ongoing,-,-,-,1,10.00078,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,1,1,,"Using campaign budget",0,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",,,58,1.103448,,"Using campaign budget",0,1.230096,Ongoing,-,-,-,64,19.220249,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,Feed,"Mobile web",not_delivering,"7-day click or 1-day view",,,6,1.166667,,"Using campaign budget",0,0.030002,Ongoing,-,-,-,7,4.286049,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",1,actions:post_engagement,662,1.10423,18.61145152,"Using campaign budget",0,18.611452,Ongoing,-,-,-,731,25.460262,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,"Instagram Reels","Mobile web",not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.010001,Ongoing,-,-,-,1,10.00078,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",,,6,2,,"Using campaign budget",0,0.190015,Ongoing,-,-,-,12,15.834568,,,,,0,0,0,,,,120243228761780517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759180517,"Post: ‎""‎لمهندسي المدني (إنشاءات وطرق).. أقوى عرض بخصم 50%...‎""‎",120243228759540517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,116,1.060345,,"Using campaign budget",0,3.359964,Ongoing,-,-,-,123,27.316784,2,,1.679982,1.626016,5,4.065041,0.671993,,,,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,1060,1.482075,14.74384368,"Using campaign budget",0,73.719218,Ongoing,-,-,-,1571,46.925028,10,,7.371922,0.636537,21,1.336728,3.510439,,,5,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,14.743844
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,4,1,,"Using campaign budget",0,0.129999,Ongoing,-,-,-,4,32.499655,,,,,0,0,0,,,,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,184,1.206522,12.29986959,"Using campaign budget",0,12.29987,Ongoing,-,-,-,222,55.404818,1,,12.29987,0.45045,1,0.45045,12.29987,,,1,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,12.29987
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",52,actions:onsite_conversion.messaging_conversation_started_7d,9056,1.602032,10.89834599,"Using campaign budget",0,566.713992,Ongoing,-,-,-,14508,39.062172,184,,3.079967,1.268266,433,2.98456,1.308808,,,52,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,10.898346
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,7,1,,"Using campaign budget",0,0.339996,Ongoing,-,-,-,7,48.570914,,,,,0,0,0,,,,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,16,1.8125,3.74996024,"Using campaign budget",0,3.74996,Ongoing,-,-,-,29,129.308974,2,,1.87498,6.896552,1,3.448276,3.74996,,,1,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,3.74996
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,824,1.459951,9.4786495,"Using campaign budget",0,75.829196,Ongoing,-,-,-,1203,63.033413,11,,6.893563,0.914381,14,1.163757,5.416371,,,8,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,9.47865
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Instagram,"Explore home",In-app,not_delivering,"7-day click or 1-day view",,,4,2.75,,"Using campaign budget",0,0.01,Ongoing,-,-,-,11,0.909081,,,,,0,0,0,,,,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",15,actions:onsite_conversion.messaging_conversation_started_7d,1596,1.436717,6.86992716,"Using campaign budget",0,103.048907,Ongoing,-,-,-,2293,44.940649,29,,3.553411,1.264719,39,1.700829,2.64228,,,15,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,6.869927
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",Instagram,"Instagram Stories",In-app,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,404,1.39604,13.64318868,"Using campaign budget",0,40.929566,Ongoing,-,-,-,564,72.570153,5,,8.185913,0.886525,8,1.41844,5.116196,,,3,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,13.643189
"Promoting website: https://facebook.com/MuttahedaCenter.MTC",WhatsApp,Status,In-app,not_delivering,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,2856,1.057073,7.88241643,"Using campaign budget",0,63.059331,Ongoing,-,-,-,3019,20.88749,9,,7.006592,0.298112,11,0.364359,5.732666,,,8,120243284464440517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284463640517,"[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC",120243284464110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,7.882416
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.14,2023-04-24,-,-,-,42,3.333333,,,,,0,0,0,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,14.32,"Using campaign budget",0,14.32,2023-04-24,-,-,-,1518,9.433465,8,,1.79,0.527009,8,0.527009,1.79,,,1,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,14.32
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.3,2023-04-24,-,-,-,48,68.75,,,,,0,0,0,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,42.49,2023-04-24,-,-,-,1409,30.156139,,,,,49,3.477644,0.867143,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.12,2023-04-24,-,-,-,5,24,,,,,0,0,0,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.16,2023-04-24,-,-,-,2,80,,,,,0,0,0,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Facebook,"Feed: video feeds",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.24,2023-04-24,-,-,-,289,11.211073,1,,3.24,0.346021,3,1.038062,1.08,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",Messenger,"Messenger inbox",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.39,2023-04-24,-,-,-,97,4.020619,,,,,0,0,0,,,,23853741279100516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741278410516,"المنشور: ‏""‏العيدية السنة من مركز المتحدة للتدريب بتوصل 🥳 50%...‏""‏",23853741279010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"New Ad 29-8-2024",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,180,Daily,0.973227,Ongoing,-,-,-,463,2.102001,1,,0.973227,0.215983,6,1.295896,0.162204,,,,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Ad 29-8-2024",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",14,actions:onsite_conversion.messaging_conversation_started_7d,0,0,10.45721994,180,Daily,146.401079,Ongoing,-,-,-,6339,23.095296,19,,7.70532,0.299732,60,0.946522,2.440018,,,14,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,10.45722
"New Ad 29-8-2024",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,180,Daily,1.698181,Ongoing,-,-,-,155,10.956007,2,,0.849091,1.290323,2,1.290323,0.849091,,,,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Ad 29-8-2024",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,18.49130439,180,Daily,36.982609,Ongoing,-,-,-,2252,16.422118,7,,5.28323,0.310835,12,0.53286,3.081884,,,2,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,18.491304
"New Ad 29-8-2024",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,180,Daily,24.787484,Ongoing,-,-,-,404,61.355159,,,,,13,3.217822,1.90673,,,,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Ad 29-8-2024",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",62,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.52518919,180,Daily,1334.56173,Ongoing,-,-,-,62157,21.47082,221,,6.038741,0.355551,1568,2.522644,0.851124,,,62,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,21.525189
"New Ad 29-8-2024",Facebook,"In-stream reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,180,Daily,1.092397,Ongoing,-,-,-,104,10.503819,,,,,0,0,0,,,,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"New Ad 29-8-2024",Facebook,Marketplace,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,180,Daily,1.191706,Ongoing,-,-,-,8,148.963247,,,,,0,0,0,,,,120211452996030517,"New 29-8-2024 Offers",120211452996040517,"New Offers 29-8-2024",120211452996050517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
