"Ad name",Platform,Placement,"Device platform","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,3.55,"Using campaign budget",0,3.55,2023-04-18,-,-,-,983,3.611394,4,,0.8875,0.406918,4,0.406918,0.8875,,,1,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,3.55
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,0,0,30.28571429,"Using campaign budget",0,212,2023-04-18,-,-,-,14947,14.183448,42,,5.047619,0.280993,59,0.394728,3.59322,,,7,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,30.285714
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,44.13,"Using campaign budget",0,44.13,2023-04-18,-,-,-,1240,35.58871,1,,44.13,0.080645,10,0.806452,4.413,,,1,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,44.13
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",36,actions:onsite_conversion.messaging_conversation_started_7d,0,0,20.38305556,"Using campaign budget",0,733.79,2023-04-18,-,-,-,23839,30.781073,63,,11.64746,0.264273,768,3.221612,0.955456,,,36,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,20.383056
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,"Instant Article",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.07,2023-04-18,-,-,-,15,4.666667,,,,,0,0,0,,,,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,Marketplace,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.15,2023-04-18,-,-,-,8,18.75,,,,,0,0,0,,,,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.9,2023-04-18,-,-,-,79,11.392405,,,,,0,0,0,,,,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,20.16,"Using campaign budget",0,20.16,2023-04-18,-,-,-,200,100.8,1,,20.16,0.5,21,10.5,0.96,,,1,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,20.16
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Facebook,"Feed: video feeds",In-app,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,25.80666667,"Using campaign budget",0,77.42,2023-04-18,-,-,-,6596,11.737417,11,,7.038182,0.166768,82,1.243178,0.944146,,,3,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,25.806667
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Messenger,"Messenger inbox",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,7.58,"Using campaign budget",0,7.58,2023-04-18,-,-,-,3165,2.394945,2,,3.79,0.063191,2,0.063191,3.79,,,1,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,7.58
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",Uncategorised,Uncategorised,Uncategorised,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.25,2023-04-18,-,-,-,4,62.5,,,,,0,0,0,,,,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"EiD Fitr 22-4",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.31,Ongoing,-,-,-,61,5.081967,,,,,0,0,0,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,28.41,"Using campaign budget",0,28.41,Ongoing,-,-,-,3577,7.94241,3,,9.47,0.083869,6,0.167738,4.735,,,1,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,28.41
"EiD Fitr 22-4",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.32,Ongoing,-,-,-,104,51.153846,,,,,2,1.923077,2.66,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,42.33,"Using campaign budget",0,84.66,Ongoing,-,-,-,3352,25.256563,3,,28.22,0.089499,96,2.863962,0.881875,,,2,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,42.33
"EiD Fitr 22-4",Facebook,Marketplace,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.14,Ongoing,-,-,-,196,0.714286,,,,,0,0,0,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Facebook,"Search results",Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.22,Ongoing,-,-,-,54,96.666667,,,,,3,5.555556,1.74,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"EiD Fitr 22-4",Messenger,"Messenger inbox",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.65,Ongoing,-,-,-,115,5.652174,,,,,0,0,0,,,,23853803050550516,"EID Fitr",23853803050450516,"New camp Eid Fetr 22-4",23853803050490516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",9,actions:onsite_conversion.messaging_conversation_started_7d,0,0,1.43668412,"Using campaign budget",0,12.930157,2023-05-03,-,-,-,9609,1.34563,35,,0.369433,0.364242,36,0.374649,0.359171,,,9,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,1.436684
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,0,0,17.06354068,"Using campaign budget",0,102.381244,2023-05-03,-,-,-,12696,8.064055,32,,3.199414,0.252048,42,0.330813,2.437649,,,6,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,17.063541
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,25.110305,2023-05-03,-,-,-,804,31.231723,,,,,11,1.368159,2.282755,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",45,actions:onsite_conversion.messaging_conversation_started_7d,0,0,12.75282163,"Using campaign budget",0,573.876973,2023-05-03,-,-,-,24018,23.89362,68,,8.439367,0.283121,1237,5.150304,0.463926,,,45,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,12.752822
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,Marketplace,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.01,2023-05-03,-,-,-,4,2.50003,,,,,0,0,0,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.740009,2023-05-03,-,-,-,67,11.04491,,,,,0,0,0,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,34.82042311,"Using campaign budget",0,34.820423,2023-05-03,-,-,-,571,60.981477,3,,11.606808,0.525394,53,9.281961,0.656989,,,1,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,34.820423
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Facebook,"Feed: video feeds",In-app,not_delivering,"7-day click or 1-day view",6,actions:onsite_conversion.messaging_conversation_started_7d,0,0,11.50347312,"Using campaign budget",0,69.020839,2023-05-03,-,-,-,8663,7.967314,23,,3.000906,0.265497,150,1.731502,0.460139,,,6,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,11.503473
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Messenger,"Messenger inbox",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,4.040049,2023-05-03,-,-,-,2087,1.935817,1,,4.040049,0.047916,1,0.047916,4.040049,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",Uncategorised,Uncategorised,Uncategorised,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.03,2023-05-03,-,-,-,2,15.000182,,,,,0,0,0,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.009963,2024-08-24,-,-,-,6,1.66044,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,6.963883,2024-08-24,-,-,-,158,44.075211,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.029888,2024-08-24,-,-,-,3,9.962637,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.347446,2024-08-24,-,-,-,127,26.357843,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.8132,2024-08-24,-,-,-,32,56.662498,,,,,1,3.125,1.8132,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,63.84057852,"Using campaign budget",0,63.840579,2024-08-24,-,-,-,1432,44.58141,1,,63.840579,0.069832,54,3.77095,1.182233,,,1,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,63.840579
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,Marketplace,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.029888,2024-08-24,-,-,-,1,29.887911,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Search results",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.119552,2024-08-24,-,-,-,1,119.551645,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Facebook,"Feed: video feeds",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.929015,2024-08-24,-,-,-,45,65.089229,,,,,3,6.666667,0.976338,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Instagram,Feed,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.769613,2024-08-24,-,-,-,38,72.884556,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Instagram,Explore,In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.239103,2024-08-24,-,-,-,3,79.701097,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",Instagram,"Instagram Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.56787,2024-08-24,-,-,-,22,25.812287,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,"Facebook profile feed",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.21558,2024-11-03,-,-,-,11,19.598201,,,,,0,0,0,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,"Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,22.57712787,"Using campaign budget",0,22.577128,2024-11-03,-,-,-,705,32.024295,2,,11.288564,0.283688,8,1.134752,2.822141,,,1,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,22.577128
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,"Ads on Facebook Reels",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.039196,2024-11-03,-,-,-,7,5.599486,,,,,0,0,0,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,"Facebook Stories",In-app,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.438501,2024-11-03,-,-,-,124,43.858878,,,,,0,0,0,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,Feed,Desktop,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.527676,2024-11-03,-,-,-,84,41.996146,,,,,1,1.190476,3.527676,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",Facebook,Feed,In-app,not_delivering,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,0,0,34.1621146,"Using campaign budget",0,409.945375,2024-11-03,-,-,-,10449,39.232977,39,,10.51142,0.373241,168,1.607809,2.440151,,,12,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,34.162115
