"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,2330,1.741202,18.785,"Using campaign budget",0,150.28,Ongoing,-,-,-,4057,37.042149,27,,5.565926,0.665516,92,2.267685,1.633478,,,8,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,18.785
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,11,1.636364,,"Using campaign budget",0,0.76,Ongoing,-,-,-,18,42.222222,,,,,0,0,0,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,186,1.688172,10.325,"Using campaign budget",0,20.65,Ongoing,-,-,-,314,65.764331,1,,20.65,0.318471,8,2.547771,2.58125,,,2,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,10.325
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,1020,1.62549,33.855,"Using campaign budget",0,67.71,Ongoing,-,-,-,1658,40.838359,7,,9.672857,0.422195,33,1.99035,2.051818,,,2,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,33.855
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,3,2,,"Using campaign budget",0,0.07,Ongoing,-,-,-,6,11.666667,,,,,0,0,0,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",,,63,1.507937,,"Using campaign budget",0,5.41,Ongoing,-,-,-,95,56.947368,,,,,1,1.052632,5.41,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,248,1.592742,15.845,"Using campaign budget",0,31.69,Ongoing,-,-,-,395,80.227848,4,,7.9225,1.012658,16,4.050633,1.980625,,,2,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,15.845
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,4,1,,"Using campaign budget",0,0.06,Ongoing,-,-,-,4,15,,,,,0,0,0,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",45-54,female,not_delivering,"7-day click or 1-day view",,,39,1.307692,,"Using campaign budget",0,2.75,Ongoing,-,-,-,51,53.921569,,,,,1,1.960784,2.75,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",45-54,male,not_delivering,"7-day click or 1-day view",,,110,1.509091,,"Using campaign budget",0,19.29,Ongoing,-,-,-,166,116.204819,3,,6.43,1.807229,7,4.216867,2.755714,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",45-54,unknown,not_delivering,"7-day click or 1-day view",,,1,1,,"Using campaign budget",0,0.44,Ongoing,-,-,-,1,440,,,,,0,0,0,,,,120239132507540517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506420517,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",120239132506750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
