Ad ID,spend,convos,impressions,reach,clicks,months_active,objective,ad_name,campaign_name,cpr,ctr,cpm,Body,Title,Link Description,Campaign Objective,angle,hook_template,course_track
120206337637660517,193.64,6.0,11634,8400,38.0,38,Messages,Promoting website: https://facebook.com/MuttahedaCenter.MTC,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,32.27333333333333,0.3266288464844422,16.64431837717036,,,,,,,
120206474912170517,156.82,4.0,7110,4843,25.0,38,Engagement,New messages ad,New messages campaign,39.205,0.35161744022503516,22.056258790436004,,,,,english_brand,,
120206701452460517,100.0,1.0,5066,3962,3.0,38,Messages,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎","Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",100.0,0.05921831819976313,19.739439399921043,,,,,holiday_ramadan,,cross_track
120206868474170517,127.41,2.0,5165,3716,9.0,38,Messages,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎","Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",63.705,0.17424975798644723,24.66795740561471,,,,,holiday_ramadan,,cross_track
120206887841200517,446.28,9.0,18935,11558,32.0,38,Messages,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏","المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",49.586666666666666,0.16899920781621336,23.569052020068654,,,,,holiday_ramadan,,cross_track
120207066441040517,250.0,18.0,8724,4129,35.0,38,Messages,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎","Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",13.88888888888889,0.40119211370930763,28.65657955066483,,,,,,,mechanical
120207264903390517,122.04,0.0,15529,12954,56.0,38,Traffic,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎","Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",inf,0.36061562238392686,7.858844742095434,,,,,generic_discount,,interior_design
120207350488470517,271.22,31.0,5615,3577,112.0,38,Messages,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎","Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",8.749032258064517,1.9946571682991985,48.30276046304542,,,,,generic_discount,,interior_design
120207350537830517,267.68,13.0,10910,6103,42.0,38,Messages,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎","Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",20.590769230769233,0.384967919340055,24.535288725939505,,,,,,,mechanical
120209343963950517,241.21,19.0,9214,4872,35.0,38,Messages,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎","Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",12.695263157894738,0.379856739743868,26.178641198176688,,,,,specific_course_offer,C,cross_track
120209506729960517,341.68,11.0,21871,12038,35.0,38,Messages,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎","Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",31.061818181818182,0.16002926249371316,15.622513831100544,,,,,job_ad_mimicry,B,cross_track
120209696216450517,728.04,29.0,43215,25554,87.0,38,Engagement,New Engagement Ad with recommended settings,Seeef 2024,25.104827586206895,0.20131898646303367,16.84692814994793,,,,,english_brand,,
120209812111160517,306.75,10.0,10770,6036,19.0,38,Engagement,الديكور والماكس,ديكور وماكس,30.675,0.1764159702878366,28.48189415041783,,,,,,,interior_design
